0,0,0
0.54645,0.39107,-0.15538
0.48949,0.34704,-0.14245
0.49731,0.42099,-0.076319
0.53266,0.34226,-0.1904
0.5814,0.43703,-0.14437
0.50507,0.38422,-0.12085
0.52034,0.39864,-0.1217
0.55997,0.37652,-0.18344
0.53178,0.38703,-0.14475
0.55363,0.38512,-0.16851
0.52352,0.36358,-0.15994
0.54478,0.42936,-0.11542
0.51422,0.37068,-0.14354
0.57377,0.46222,-0.11155
0.59042,0.45702,-0.13339
0.50762,0.39239,-0.11524
0.55953,0.4092,-0.15033
0.56463,0.40312,-0.16151
0.53302,0.37326,-0.15975
0.5814,0.42203,-0.15937
0.56001,0.43589,-0.12412
0.48519,0.33936,-0.14583
0.53304,0.39156,-0.14148
0.51642,0.35628,-0.16013
0.47746,0.37142,-0.10604
0.53091,0.39992,-0.13099
0.53111,0.38186,-0.14925
0.52506,0.39493,-0.13013
0.48353,0.36782,-0.11571
0.52419,0.40773,-0.11645
0.54705,0.39865,-0.1484
0.50987,0.37211,-0.13776
0.52069,0.37361,-0.14709
0.51217,0.49335,-0.018815
0.43985,0.33455,-0.1053
0.50723,0.36356,-0.14367
0.54739,0.44493,-0.10246
0.45504,0.3591,-0.095932
0.59602,0.50134,-0.094676
0.58135,0.42698,-0.15436
0.51502,0.37874,-0.13628
0.45395,0.30853,-0.14543
0.48315,0.34599,-0.13716
0.42968,0.25986,-0.16982
0.5366,0.36859,-0.16801
0.50617,0.3693,-0.13687
0.43847,0.32797,-0.1105
0.5592,0.46116,-0.098041
0.38249,0.30269,-0.079799
0.5718,0.45137,-0.12044
0.56281,0.40747,-0.15533
0.52074,0.42435,-0.096396
0.56939,0.43656,-0.13283
0.49924,0.3037,-0.19554
0.59118,0.44212,-0.14906
0.58664,0.43546,-0.15118
0.58467,0.48342,-0.10125
0.61587,0.44921,-0.16666
0.48265,0.3222,-0.16045
0.61035,0.48512,-0.12523
0.54111,0.41412,-0.12699
0.48068,0.39225,-0.088434
0.48721,0.3507,-0.13651
0.52095,0.46487,-0.05608
0.54902,0.39859,-0.15043
0.55091,0.38498,-0.16593
0.56624,0.43371,-0.13253
0.56025,0.4451,-0.11514
0.55568,0.41099,-0.14469
0.54945,0.43999,-0.10945
0.49073,0.42106,-0.069674
0.50608,0.38873,-0.11735
0.4884,0.36482,-0.12358
0.50601,0.37673,-0.12928
0.56147,0.46308,-0.09839
0.53732,0.39463,-0.14269
0.55619,0.41509,-0.1411
0.54612,0.39053,-0.15559
0.53674,0.3802,-0.15655
0.574,0.42785,-0.14615
